EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceSatisfactionIndex,ExperiencePriorToCurrentJob,EmployeeEngagementScore,DistanceFromHomeCategory,AgeGeneration,EducationDegree
431,50,0.0,Travel_Rarely,1464,Research & Development,2,4,Medical,1,2,Male,62,5,Research Director,3,Married,19237,12853,2,Y,Yes,11,4,80,1,2,1,7,7,High,Expert,Good,Short Distance,Gen Y,Doctoral Degree
432,32,0.0,Non-Travel,1184,Research & Development,1,3,Life Sciences,1,3,Female,70,1,Laboratory Technician,2,Married,2332,3974,6,Y,No,20,3,80,0,3,0,0,2,Medium,Junior,Better,Short Distance,Millennials,Bachelor Degree
433,34,0.0,Travel_Rarely,121,Research & Development,2,4,Medical,1,3,Female,86,1,Research Scientist,1,Single,4381,7530,1,Y,No,11,3,80,0,3,5,1,3,Medium,Junior,Good,Short Distance,Millennials,Doctoral Degree
434,26,0.0,Travel_Rarely,652,Research & Development,7,3,Other,1,3,Male,100,1,Laboratory Technician,1,Single,3578,23577,0,Y,No,12,4,80,0,2,7,0,7,Medium,Junior,Better,Short Distance,Gen Z,Bachelor Degree
435,33,0.0,Travel_Frequently,1141,Sales,1,3,Life Sciences,1,3,Female,42,2,Sales Executive,1,Married,5376,3193,2,Y,No,19,1,80,2,3,3,1,3,Low,Junior,Better,Short Distance,Millennials,Bachelor Degree
436,48,0.0,Travel_Rarely,1108,Research & Development,15,4,Other,1,3,Female,65,1,Research Scientist,1,Married,2367,16530,8,Y,No,12,4,80,1,3,2,7,6,Medium,Junior,Good,Medium Distance,Gen Y,Doctoral Degree
437,35,0.0,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,3,Male,80,2,Healthcare Representative,3,Married,5689,24594,1,Y,Yes,14,4,80,2,2,2,0,2,High,Junior,Better,Medium Distance,Millennials,Doctoral Degree
438,38,0.0,Travel_Frequently,1391,Research & Development,10,1,Medical,1,3,Male,66,1,Research Scientist,3,Married,2684,12127,0,Y,No,17,2,80,1,0,1,0,2,Medium,Junior,Good,Short Distance,Millennials,High School
439,37,0.0,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1,Female,94,1,Laboratory Technician,3,Single,3629,19106,4,Y,No,18,1,80,0,6,2,0,2,Low,Junior,Better,Medium Distance,Millennials,Bachelor Degree
440,35,0.0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,4,Male,72,3,Healthcare Representative,3,Married,7632,14295,4,Y,Yes,12,3,80,0,2,7,0,0,High,Junior,Better,Medium Distance,Millennials,Bachelor Degree
441,32,0.0,Travel_Rarely,128,Research & Development,2,1,Technical Degree,1,4,Male,84,2,Laboratory Technician,1,Single,2176,19737,4,Y,No,13,4,80,0,5,2,0,4,High,Junior,Good,Short Distance,Millennials,High School
442,38,0.0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,1,Female,75,2,Manufacturing Director,1,Single,5980,26085,6,Y,Yes,12,4,80,0,2,7,4,12,Medium,Junior,Better,Short Distance,Millennials,Doctoral Degree
443,39,0.0,Travel_Rarely,117,Research & Development,10,1,Medical,1,3,Male,99,4,Manager,1,Married,17068,5355,1,Y,Yes,14,4,80,0,3,9,11,10,Medium,Junior,Better,Short Distance,Millennials,High School
444,33,0.0,Travel_Rarely,117,Research & Development,9,3,Medical,1,1,Male,60,1,Research Scientist,4,Married,2781,6311,0,Y,No,13,2,80,1,5,10,4,10,Medium,Junior,Better,Short Distance,Millennials,Bachelor Degree
445,34,0.0,Travel_Rarely,511,Sales,3,2,Life Sciences,1,4,Female,32,2,Sales Executive,4,Single,6029,25353,5,Y,No,12,1,80,0,3,2,2,2,High,Junior,Good,Short Distance,Millennials,Associate Degree
446,59,0.0,Travel_Rarely,326,Sales,3,3,Life Sciences,1,3,Female,48,2,Sales Executive,4,Single,5171,16490,5,Y,No,17,4,80,0,2,1,0,5,High,Mid-level,Good,Short Distance,Gen X,Bachelor Degree
447,36,0.0,Travel_Rarely,928,Sales,1,2,Life Sciences,1,2,Male,56,2,Sales Executive,4,Married,6201,2823,1,Y,Yes,14,4,80,1,1,14,4,11,High,Junior,Good,Short Distance,Millennials,Associate Degree
448,37,0.0,Travel_Frequently,663,Research & Development,11,3,Other,1,2,Male,47,3,Research Director,4,Divorced,12185,10056,1,Y,Yes,14,3,80,3,1,8,0,7,High,Junior,Better,Medium Distance,Millennials,Bachelor Degree
449,31,0.0,Travel_Rarely,1079,Sales,16,4,Marketing,1,1,Male,70,3,Sales Executive,3,Married,8161,19002,2,Y,No,13,1,80,3,2,0,0,0,Low,Mid-level,Better,Medium Distance,Millennials,Doctoral Degree
450,28,0.0,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,1,4,Female,66,1,Research Scientist,4,Single,3310,4488,1,Y,No,21,4,80,0,3,3,0,2,Very High,Junior,Better,Short Distance,Gen Z,Associate Degree
451,49,0.0,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,4,Male,58,5,Research Director,3,Divorced,19502,2125,1,Y,Yes,17,3,80,1,5,9,0,9,High,Junior,Good,Medium Distance,Gen Y,Doctoral Degree
452,34,0.0,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,2,Male,83,1,Research Scientist,4,Married,3622,22794,1,Y,Yes,13,4,80,1,3,5,1,3,High,Junior,Good,Short Distance,Millennials,Associate Degree
453,36,0.0,Non-Travel,894,Research & Development,1,4,Medical,1,4,Female,33,2,Manufacturing Director,3,Married,4374,15411,0,Y,No,15,3,80,0,6,2,1,2,High,Junior,Good,Short Distance,Millennials,Doctoral Degree
454,53,0.0,Travel_Rarely,1395,Research & Development,24,4,Medical,1,2,Male,48,3,Healthcare Representative,4,Married,7005,3458,3,Y,No,15,3,80,0,2,3,1,2,High,Mid-level,Better,Long Distance,Gen X,Doctoral Degree
455,48,0.0,Travel_Frequently,708,Sales,7,2,Medical,1,4,Female,95,1,Sales Representative,3,Married,2655,11740,2,Y,Yes,11,3,80,2,3,7,7,7,High,Mid-level,Better,Short Distance,Gen Y,Associate Degree
456,35,1.0,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,4,Male,86,3,Sales Executive,1,Single,9582,10333,0,Y,Yes,22,1,80,0,2,7,4,7,Medium,Junior,Better,Short Distance,Millennials,Bachelor Degree
457,27,0.0,Travel_Frequently,994,Sales,8,3,Life Sciences,1,4,Male,37,3,Sales Executive,3,Single,8726,2975,1,Y,No,15,4,80,0,0,8,1,7,High,Junior,Better,Short Distance,Gen Z,Bachelor Degree
458,48,0.0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,3,Male,78,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,2,80,0,3,11,4,8,Medium,Senior,Good,Short Distance,Gen Y,Doctoral Degree
459,41,0.0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,3,Male,94,1,Laboratory Technician,1,Married,2238,6961,2,Y,No,21,4,80,1,2,0,1,4,Medium,Junior,Better,Short Distance,Gen Y,Doctoral Degree
460,36,0.0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,3,Male,46,1,Research Scientist,2,Married,3692,9256,1,Y,No,12,3,80,0,2,10,0,7,Medium,Junior,Good,Short Distance,Millennials,Bachelor Degree
461,40,0.0,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,4,Male,63,2,Healthcare Representative,4,Married,4876,14242,9,Y,No,14,4,80,1,5,2,0,2,Very High,Junior,Good,Short Distance,Millennials,Master Degree
462,49,0.0,Travel_Rarely,464,Research & Development,16,3,Medical,1,4,Female,74,1,Laboratory Technician,1,Divorced,2587,24941,4,Y,Yes,16,2,80,1,2,2,2,2,Medium,Senior,Good,Medium Distance,Gen Y,Bachelor Degree
463,31,0.0,Travel_Rarely,746,Research & Development,8,4,Life Sciences,1,3,Female,61,2,Manufacturing Director,4,Single,4424,20682,1,Y,No,23,4,80,0,2,7,1,8,High,Junior,Better,Short Distance,Millennials,Doctoral Degree
464,20,1.0,Travel_Rarely,1362,Research & Development,10,1,Medical,1,4,Male,32,1,Research Scientist,3,Single,1009,26999,1,Y,Yes,11,4,80,0,5,0,1,1,High,Junior,Better,Short Distance,Gen Z,High School
465,37,0.0,Travel_Rarely,370,Research & Development,10,4,Medical,1,4,Male,58,2,Manufacturing Director,1,Single,4213,4992,1,Y,No,15,2,80,0,4,3,0,8,Medium,Junior,Good,Short Distance,Millennials,Doctoral Degree
466,36,1.0,Travel_Rarely,318,Research & Development,9,3,Medical,1,4,Male,79,1,Research Scientist,3,Married,3388,21777,0,Y,Yes,17,1,80,1,0,0,0,0,Medium,Junior,Good,Short Distance,Millennials,Bachelor Degree
467,40,0.0,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,2,Female,92,2,Manufacturing Director,1,Married,6516,5041,2,Y,Yes,16,2,80,1,3,0,0,0,Low,Senior,Better,Short Distance,Millennials,Associate Degree
468,35,0.0,Travel_Frequently,944,Sales,1,3,Marketing,1,3,Female,92,3,Sales Executive,3,Single,8789,9096,1,Y,No,14,1,80,0,3,7,0,8,Medium,Junior,Better,Short Distance,Millennials,Bachelor Degree
469,24,0.0,Travel_Rarely,1206,Research & Development,17,1,Medical,1,4,Female,41,2,Manufacturing Director,3,Divorced,4377,24117,1,Y,No,15,2,80,2,6,2,3,2,High,Junior,Good,Medium Distance,Gen Z,High School
470,23,0.0,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,4,Male,47,1,Research Scientist,3,Married,1223,16901,1,Y,No,22,4,80,1,2,0,0,1,High,Junior,Better,Short Distance,Gen Z,Associate Degree
471,28,0.0,Travel_Rarely,1476,Research & Development,16,2,Medical,1,2,Male,68,2,Healthcare Representative,1,Single,5661,4824,0,Y,No,19,3,80,0,2,3,0,7,Medium,Junior,Better,Medium Distance,Gen Z,Associate Degree
472,60,0.0,Travel_Rarely,1179,Sales,16,4,Marketing,1,1,Male,84,2,Sales Executive,1,Single,5405,11924,8,Y,No,14,4,80,0,1,2,2,2,Medium,Mid-level,Better,Medium Distance,Gen X,Doctoral Degree
473,47,0.0,Travel_Frequently,1379,Research & Development,16,4,Medical,1,3,Male,64,2,Manufacturing Director,3,Divorced,5067,6759,1,Y,Yes,19,3,80,0,3,10,2,7,High,Junior,Better,Medium Distance,Gen Y,Doctoral Degree
474,41,0.0,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,2,Male,73,5,Manager,4,Divorced,19141,8861,3,Y,No,15,2,80,3,2,6,12,6,Medium,Junior,Good,Short Distance,Gen Y,Doctoral Degree
475,24,0.0,Travel_Rarely,477,Research & Development,24,3,Medical,1,4,Male,49,1,Laboratory Technician,2,Single,3597,6409,8,Y,No,22,4,80,0,2,3,1,2,High,Junior,Better,Long Distance,Gen Z,Bachelor Degree
476,29,0.0,Travel_Rarely,1086,Research & Development,7,1,Medical,1,1,Female,62,1,Laboratory Technician,4,Divorced,2532,6054,6,Y,No,14,3,80,3,5,3,0,3,Medium,Junior,Good,Short Distance,Gen Z,High School
477,37,1.0,Travel_Frequently,504,Research & Development,10,3,Medical,1,1,Male,61,3,Manufacturing Director,3,Divorced,10048,22573,6,Y,No,11,2,80,2,5,0,0,0,Medium,Senior,Better,Short Distance,Millennials,Bachelor Degree
478,35,0.0,Travel_Rarely,737,Sales,10,3,Medical,1,4,Male,55,3,Sales Executive,1,Married,10306,21530,9,Y,No,17,3,80,0,3,12,6,0,Medium,Junior,Good,Short Distance,Millennials,Bachelor Degree
479,29,0.0,Travel_Rarely,468,Research & Development,28,4,Medical,1,4,Female,73,1,Research Scientist,1,Single,3785,8489,1,Y,No,14,2,80,0,3,4,0,4,Medium,Junior,Good,Long Distance,Gen Z,Doctoral Degree
480,55,0.0,Travel_Frequently,135,Research & Development,18,4,Medical,1,3,Male,62,2,Healthcare Representative,2,Married,6385,12992,3,Y,Yes,14,4,80,2,3,7,6,7,High,Mid-level,Better,Medium Distance,Gen X,Doctoral Degree
481,30,0.0,Travel_Rarely,852,Research & Development,1,1,Life Sciences,1,4,Male,55,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,80,2,1,8,3,0,High,Junior,Good,Short Distance,Gen Z,High School
482,42,0.0,Travel_Rarely,1128,Research & Development,13,3,Medical,1,2,Male,95,2,Healthcare Representative,1,Married,5538,5696,5,Y,No,18,3,80,2,2,0,0,0,Medium,Mid-level,Better,Medium Distance,Gen Y,Bachelor Degree
483,29,0.0,Travel_Rarely,441,Research & Development,8,1,Other,1,3,Female,39,2,Healthcare Representative,1,Married,9715,7288,3,Y,No,13,3,80,1,3,7,0,7,Medium,Junior,Good,Short Distance,Gen Z,High School
484,26,0.0,Travel_Rarely,703,Sales,28,2,Marketing,1,1,Male,66,2,Sales Executive,2,Married,6272,7428,1,Y,No,20,4,80,2,5,3,1,4,Medium,Junior,Better,Long Distance,Gen Z,Associate Degree
485,29,1.0,Travel_Rarely,318,Research & Development,8,4,Other,1,2,Male,77,1,Laboratory Technician,1,Married,2119,4759,1,Y,Yes,11,4,80,0,4,7,0,7,Medium,Junior,Good,Short Distance,Gen Z,Doctoral Degree
486,25,1.0,Travel_Rarely,688,Research & Development,3,3,Medical,1,1,Male,91,1,Laboratory Technician,1,Married,4031,9396,5,Y,No,13,3,80,1,5,2,0,2,Low,Junior,Better,Short Distance,Gen Z,Bachelor Degree
487,38,0.0,Travel_Rarely,1495,Research & Development,4,2,Medical,1,4,Female,87,1,Laboratory Technician,3,Married,3306,26176,7,Y,No,19,4,80,1,5,0,0,0,High,Mid-level,Good,Short Distance,Millennials,Associate Degree
488,37,0.0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,4,Female,95,1,Laboratory Technician,1,Divorced,3034,26914,1,Y,No,12,3,80,1,2,7,12,17,Medium,Junior,Good,Medium Distance,Millennials,Bachelor Degree
489,36,0.0,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,1,Male,77,1,Human Resources,1,Married,2342,8635,0,Y,No,21,3,80,0,3,4,0,3,Low,Junior,Better,Short Distance,Millennials,Bachelor Degree
490,41,1.0,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1,Male,95,1,Research Scientist,1,Divorced,2107,20293,6,Y,No,17,1,80,1,2,0,0,0,Low,Junior,Good,Short Distance,Gen Y,Associate Degree
491,36,0.0,Travel_Rarely,1174,Sales,3,4,Marketing,1,1,Female,99,2,Sales Executive,2,Single,9278,20763,3,Y,Yes,16,4,80,0,3,4,0,1,Medium,Mid-level,Better,Short Distance,Millennials,Doctoral Degree
492,38,0.0,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,1,4,Female,80,3,Research Director,1,Married,13582,16292,1,Y,No,13,2,80,1,3,12,5,11,Medium,Junior,Better,Short Distance,Millennials,Bachelor Degree
493,49,0.0,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,3,Female,41,4,Healthcare Representative,3,Married,13966,11652,2,Y,Yes,19,2,80,1,3,11,2,12,Medium,Senior,Good,Short Distance,Gen Y,High School
494,38,0.0,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,3,Female,43,1,Research Scientist,1,Single,2619,14561,3,Y,No,17,4,80,0,3,0,0,0,Medium,Mid-level,Good,Short Distance,Millennials,High School
495,51,0.0,Travel_Rarely,1318,Sales,26,4,Marketing,1,1,Female,66,4,Manager,3,Married,16307,5594,2,Y,No,14,3,80,1,2,6,4,17,Medium,Mid-level,Good,Long Distance,Gen X,Doctoral Degree
496,37,0.0,Travel_Rarely,1319,Research & Development,6,3,Medical,1,3,Male,51,2,Research Scientist,1,Divorced,5974,17001,4,Y,Yes,13,1,80,2,2,7,6,7,Low,Mid-level,Better,Short Distance,Millennials,Bachelor Degree
497,20,1.0,Travel_Frequently,871,Research & Development,6,3,Life Sciences,1,4,Female,66,1,Laboratory Technician,4,Single,2926,19783,1,Y,Yes,18,2,80,0,5,0,1,0,High,Junior,Good,Short Distance,Gen Z,Bachelor Degree
498,45,0.0,Travel_Rarely,974,Research & Development,1,4,Medical,1,4,Female,91,1,Laboratory Technician,4,Divorced,2270,11005,3,Y,No,14,4,80,2,2,3,0,2,Very High,Junior,Better,Short Distance,Gen Y,Doctoral Degree
499,24,1.0,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,4,Female,97,1,Laboratory Technician,2,Married,2210,3372,1,Y,No,13,1,80,1,3,0,0,0,Medium,Junior,Good,Medium Distance,Gen Z,Associate Degree
500,52,0.0,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,4,Male,78,2,Research Scientist,1,Divorced,5577,22087,3,Y,Yes,12,2,80,2,3,9,6,9,Medium,Mid-level,Better,Short Distance,Gen X,Associate Degree
501,49,0.0,Travel_Rarely,1261,Research & Development,7,3,Other,1,2,Male,31,3,Healthcare Representative,3,Single,10965,12066,8,Y,No,24,3,80,0,2,2,0,0,Medium,Expert,Better,Short Distance,Gen Y,Bachelor Degree
502,23,0.0,Travel_Rarely,1320,Research & Development,8,1,Medical,1,4,Male,93,1,Laboratory Technician,3,Single,3989,20586,1,Y,Yes,11,1,80,0,2,4,1,2,Medium,Junior,Good,Short Distance,Gen Z,High School
503,34,0.0,Non-Travel,1375,Sales,10,3,Life Sciences,1,4,Male,87,2,Sales Executive,3,Divorced,4001,12313,1,Y,Yes,14,3,80,1,3,14,0,7,High,Junior,Better,Short Distance,Millennials,Bachelor Degree
504,28,0.0,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,1,Male,72,1,Research Scientist,3,Divorced,1563,12530,1,Y,No,14,4,80,1,2,0,0,0,Medium,Junior,Good,Short Distance,Gen Z,Bachelor Degree
505,19,1.0,Travel_Rarely,528,Sales,22,1,Marketing,1,4,Male,50,1,Sales Representative,3,Single,1675,26820,1,Y,Yes,19,4,80,0,2,0,0,0,High,Junior,Good,Long Distance,Gen Z,High School
506,46,0.0,Travel_Rarely,734,Research & Development,2,4,Medical,1,3,Male,46,5,Research Director,4,Divorced,19328,14218,7,Y,Yes,17,3,80,1,3,1,2,2,High,Expert,Better,Short Distance,Gen Y,Doctoral Degree
507,24,0.0,Non-Travel,673,Research & Development,11,2,Other,1,1,Female,96,2,Manufacturing Director,3,Divorced,4011,8232,0,Y,No,18,4,80,1,5,2,1,3,Medium,Junior,Better,Medium Distance,Gen Z,Associate Degree
508,22,0.0,Travel_Rarely,604,Research & Development,6,1,Medical,1,1,Male,69,1,Research Scientist,3,Married,2773,12145,0,Y,No,20,4,80,0,3,2,2,2,Medium,Junior,Better,Short Distance,Gen Z,High School
509,43,0.0,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,2,Male,97,1,Human Resources,4,Single,3539,5033,0,Y,No,13,2,80,0,5,7,1,8,Medium,Junior,Better,Short Distance,Gen Y,Bachelor Degree
510,42,0.0,Travel_Frequently,570,Research & Development,8,3,Life Sciences,1,2,Male,66,5,Manager,4,Divorced,18430,16225,1,Y,No,13,2,80,1,4,7,14,9,Medium,Junior,Good,Short Distance,Gen Y,Bachelor Degree
511,33,0.0,Travel_Frequently,1392,Research & Development,3,4,Life Sciences,1,4,Female,56,1,Research Scientist,3,Married,2909,23159,1,Y,Yes,11,3,80,0,3,7,3,0,High,Junior,Better,Short Distance,Millennials,Doctoral Degree
512,37,0.0,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,1,Male,51,2,Manufacturing Director,3,Divorced,5993,2689,1,Y,No,18,3,80,1,2,5,0,7,Medium,Junior,Better,Short Distance,Millennials,Doctoral Degree
513,39,0.0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,2,Male,52,5,Manager,3,Divorced,19197,8213,1,Y,Yes,14,3,80,1,3,8,1,6,Medium,Junior,Better,Short Distance,Millennials,High School
514,36,0.0,Travel_Frequently,607,Sales,7,3,Marketing,1,1,Female,83,2,Sales Executive,1,Married,4639,2261,2,Y,No,16,4,80,1,2,7,6,13,Medium,Junior,Better,Short Distance,Millennials,Bachelor Degree
515,50,0.0,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,4,Male,100,3,Healthcare Representative,4,Single,10496,2755,6,Y,No,15,4,80,0,2,3,1,3,Very High,Senior,Good,Short Distance,Gen Y,Bachelor Degree
516,33,0.0,Travel_Rarely,213,Research & Development,7,3,Medical,1,3,Male,49,3,Research Director,3,Married,11691,25995,0,Y,No,11,4,80,0,3,9,3,7,High,Junior,Better,Short Distance,Millennials,Bachelor Degree
517,43,0.0,Travel_Frequently,1001,Research & Development,9,5,Medical,1,4,Male,72,2,Laboratory Technician,3,Divorced,5679,19627,3,Y,Yes,13,2,80,1,3,7,4,7,High,Junior,Better,Short Distance,Gen Y,Master Degree
518,31,0.0,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,4,Female,33,1,Research Scientist,3,Single,4084,4156,1,Y,No,12,1,80,0,2,2,7,7,Medium,Junior,Good,Short Distance,Millennials,Bachelor Degree
519,30,0.0,Travel_Rarely,1275,Research & Development,28,2,Medical,1,4,Female,64,2,Research Scientist,4,Married,5775,11934,1,Y,No,13,4,80,2,2,8,1,9,Very High,Junior,Better,Long Distance,Gen Z,Associate Degree
520,35,0.0,Travel_Frequently,880,Sales,12,4,Other,1,4,Male,36,2,Sales Executive,4,Single,4581,10414,3,Y,Yes,24,1,80,0,2,9,6,7,High,Junior,Better,Medium Distance,Millennials,Doctoral Degree
521,36,1.0,Travel_Rarely,1218,Sales,9,4,Life Sciences,1,3,Male,82,1,Sales Representative,1,Single,3407,6986,7,Y,No,23,2,80,0,4,3,0,3,Medium,Junior,Better,Short Distance,Millennials,Doctoral Degree
522,53,0.0,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1,3,Female,78,3,Manufacturing Director,4,Married,10169,14618,0,Y,No,16,2,80,1,4,7,1,9,High,Junior,Good,Short Distance,Gen X,Master Degree
523,54,0.0,Travel_Rarely,157,Research & Development,10,3,Medical,1,3,Female,77,2,Manufacturing Director,1,Single,4440,25198,6,Y,Yes,19,4,80,0,3,2,1,4,Medium,Junior,Better,Short Distance,Gen X,Bachelor Degree
524,40,0.0,Travel_Rarely,676,Research & Development,9,4,Life Sciences,1,4,Male,86,1,Laboratory Technician,1,Single,2018,21831,3,Y,No,14,2,80,0,3,4,1,0,Medium,Mid-level,Good,Short Distance,Millennials,Doctoral Degree
525,27,0.0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1,Female,47,2,Manufacturing Director,4,Married,4227,4658,0,Y,No,18,2,80,1,2,2,2,2,Medium,Junior,Better,Short Distance,Gen Z,Doctoral Degree
526,42,0.0,Travel_Rarely,469,Research & Development,2,2,Medical,1,4,Male,35,4,Manager,1,Married,17665,14399,0,Y,No,17,4,80,1,3,6,13,7,High,Junior,Better,Short Distance,Gen Y,Associate Degree
527,36,1.0,Travel_Rarely,660,Research & Development,15,3,Other,1,1,Male,81,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,2,80,1,3,0,0,0,Medium,Mid-level,Good,Medium Distance,Millennials,Bachelor Degree
528,29,0.0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,3,Male,82,2,Healthcare Representative,4,Divorced,6623,4204,1,Y,Yes,11,2,80,2,2,0,1,0,High,Junior,Better,Short Distance,Gen Z,Bachelor Degree
529,37,0.0,Travel_Rarely,482,Research & Development,3,3,Other,1,3,Male,36,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,3,80,1,2,7,7,8,High,Junior,Better,Short Distance,Millennials,Bachelor Degree
530,32,0.0,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,4,Male,95,1,Laboratory Technician,2,Single,1393,24852,1,Y,No,12,1,80,0,2,0,0,0,Medium,Junior,Better,Short Distance,Millennials,Doctoral Degree
531,40,0.0,Travel_Rarely,1416,Research & Development,2,2,Medical,1,1,Male,49,5,Research Director,3,Divorced,19436,5949,0,Y,No,19,4,80,1,5,7,3,9,Medium,Junior,Better,Short Distance,Millennials,Associate Degree
532,58,1.0,Travel_Rarely,286,Research & Development,2,4,Life Sciences,1,4,Male,31,5,Research Director,2,Single,19246,25761,7,Y,Yes,12,4,80,0,2,15,13,8,High,Mid-level,Better,Short Distance,Gen X,Doctoral Degree
533,38,0.0,Travel_Frequently,594,Research & Development,2,2,Medical,1,3,Female,75,1,Laboratory Technician,2,Married,2468,15963,4,Y,No,14,2,80,1,4,1,0,5,Medium,Junior,Good,Short Distance,Millennials,Associate Degree
534,40,0.0,Travel_Rarely,1308,Research & Development,14,3,Medical,1,3,Male,44,5,Research Director,3,Single,19626,17544,1,Y,No,14,1,80,0,2,7,4,9,Medium,Junior,Better,Medium Distance,Millennials,Bachelor Degree
